label,C,E,filteredDmvId,pairStart,Dmod30,P29Survivors,S17Survivors,tail1P29,tail2P29,tail4P29,firstBothG,trueK,K13_430Miss,K13_431Miss,fullCoverageBeforeRescue,verdict,legacyDmvId
small,578,1156,OPEN_AT_FIRST_SURVIVOR / D18 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,18,0,0,0,0,0,9,0.2225289286736972,false,false,false,RESCUED,P|3 / D18 / P29_LOW / TAIL_WEAK / KLOW / 3|11;P|3
small,579,1158,OPEN_AT_FIRST_SURVIVOR / D16 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,16,0,0,0,0,0,8,0.19769600522973355,false,false,false,RESCUED,3|3 / DOTHER / P29_LOW / TAIL_WEAK / KLOW / 5|11;3|3
small,580,1160,P|19 / D6 / P29_LOW / TAIL_WEAK / KLOW,P|19,6,0,1,0,0,0,33,0.8150537634938191,false,false,false,RESCUED,3|7 / D6 / P29_LOW / TAIL_WEAK / KLOW / 19|3;3|13
small,581,1162,OPEN_AT_FIRST_SURVIVOR / D24 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,24,0,0,0,0,0,12,0.2962227730956614,false,false,false,RESCUED,7|7 / D24 / P29_LOW / TAIL_WEAK / KLOW / 3|19;P|3
small,582,1164,OPEN_AT_FIRST_SURVIVOR / D10 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,10,0,0,0,0,0,5,0.12335948549590184,false,false,false,RESCUED,7|11 / DOTHER / P29_LOW / TAIL_WEAK / KLOW / 7|11;3|3
small,583,1166,P|19 / D12 / P29_LOW / TAIL_WEAK / KLOW,P|19,12,0,1,0,0,0,36,0.8877094837589057,false,false,false,RESCUED,11|11 / D12 / P29_LOW / TAIL_WEAK / KLOW / 19|3;3|P
small,584,1168,OPEN_AT_FIRST_SURVIVOR / D0 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,0,0,0,0,0,0,15,0.3696799494240025,false,false,false,RESCUED,11|3 / D0 / P29_LOW / TAIL_WEAK / KLOW / 3|5;P|3
small,585,1170,OPEN_AT_FIRST_SURVIVOR / D16 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,16,0,0,0,0,0,8,0.19705677220973566,false,false,false,RESCUED,3|3 / DOTHER / P29_LOW / TAIL_WEAK / KLOW / 7|19;3|3
small,586,1172,OPEN_AT_FIRST_SURVIVOR / D0 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,0,0,0,0,0,0,15,0.3692834448192992,false,false,false,RESCUED,3|P / D0 / P29_LOW / TAIL_WEAK / KLOW / 5|3;3|P
small,587,1174,OPEN_AT_FIRST_SURVIVOR / D0 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,0,0,0,0,0,0,30,0.7381718761210516,false,false,false,RESCUED,OPEN_AT_G0 / D0 / P29_LOW / TAIL_WEAK / KLOW / 
small,588,1176,P|19 / D22 / P29_LOW / TAIL_WEAK / KLOW,P|19,22,0,1,0,0,0,11,0.2705185453580707,false,false,false,RESCUED,P|19 / DOTHER / P29_LOW / TAIL_WEAK / KLOW / 7|5;3|3
small,589,1178,OPEN_AT_FIRST_SURVIVOR / D24 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,24,0,0,0,0,0,12,0.2949539239894032,false,false,false,RESCUED,19|19 / D24 / P29_LOW / TAIL_WEAK / KLOW / 7|3;3|P
small,590,1180,OPEN_AT_FIRST_SURVIVOR / D6 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,6,0,0,0,0,0,3,0.07369927489058092,false,false,false,RESCUED,19|3 / D6 / P29_LOW / TAIL_WEAK / KLOW / 19|3
small,591,1182,19|P / D14 / P29_LOW / TAIL_WEAK / KLOW,19|P,14,0,1,0,0,0,22,0.5401745533012938,false,false,false,RESCUED,3|3 / DOTHER / P29_LOW / TAIL_WEAK / KLOW / 3|3;P|13
small,592,1184,OPEN_AT_FIRST_SURVIVOR / D0 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,0,0,0,0,0,0,15,0.368105774939214,false,false,false,RESCUED,3|P / D0 / P29_LOW / TAIL_WEAK / KLOW / 7|3;3|5
small,593,1186,OPEN_AT_FIRST_SURVIVOR / D12 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,12,0,0,0,0,0,6,0.14716448072646396,false,false,false,RESCUED,OPEN_AT_G0 / D0 / P29_LOW / TAIL_WEAK / KLOW / 
small,594,1188,19|P / D14 / P29_LOW / TAIL_WEAK / KLOW,19|P,14,0,1,0,0,0,7,0.17160131817460897,false,false,false,RESCUED,P|5 / DOTHER / P29_LOW / TAIL_WEAK / KLOW / 3|3;19|P
small,595,1190,19|P / D6 / P29_LOW / TAIL_WEAK / KLOW,19|P,6,0,1,0,0,0,18,0.44102819828697176,false,false,false,RESCUED,5|5 / D6 / P29_LOW / TAIL_WEAK / KLOW / 7|3;3|13
small,596,1192,OPEN_AT_FIRST_SURVIVOR / D6 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,6,0,0,0,0,0,3,0.07346607287650668,false,false,false,RESCUED,5|3 / D6 / P29_LOW / TAIL_WEAK / KLOW / 5|3
small,597,1194,OPEN_AT_FIRST_SURVIVOR / D8 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,8,0,0,0,0,0,4,0.09790338821009172,false,false,false,RESCUED,3|3 / DOTHER / P29_LOW / TAIL_WEAK / KLOW / 3|3;5|P
small,598,1196,19|P / D12 / P29_LOW / TAIL_WEAK / KLOW,19|P,12,0,1,0,0,0,21,0.5137237290974705,false,false,false,RESCUED,3|P / D12 / P29_LOW / TAIL_WEAK / KLOW / 7|3;3|P
small,599,1198,OPEN_AT_FIRST_SURVIVOR / D24 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,24,0,0,0,0,0,42,1.0269106606587355,false,false,false,RESCUED,OPEN_AT_G0 / D0 / P29_LOW / TAIL_WEAK / KLOW / 
small,600,1200,OPEN_AT_FIRST_SURVIVOR / D2 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,2,0,0,0,0,0,1,0.02443750423931216,false,false,false,RESCUED,OPEN_AT_G0 / DOTHER / P29_LOW / TAIL_WEAK / KLOW / 
small,601,1202,19|P / D0 / P29_LOW / TAIL_WEAK / KLOW,19|P,0,0,1,0,0,0,30,0.7327435748990248,false,false,false,RESCUED,OPEN_AT_G0 / D0 / P29_LOW / TAIL_WEAK / KLOW / 
small,602,1204,OPEN_AT_FIRST_SURVIVOR / D0 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,0,0,0,0,0,0,15,0.3661814770001533,false,false,false,RESCUED,P|3 / D0 / P29_LOW / TAIL_WEAK / KLOW / 3|P;19|3
small,603,1206,OPEN_AT_FIRST_SURVIVOR / D8 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,8,0,0,0,0,0,4,0.09759776807884982,false,false,false,RESCUED,3|3 / DOTHER / P29_LOW / TAIL_WEAK / KLOW / 3|3;P|5
small,604,1208,OPEN_AT_FIRST_SURVIVOR / D6 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,6,0,0,0,0,0,3,0.07316044908032908,false,false,false,RESCUED,3|5 / D6 / P29_LOW / TAIL_WEAK / KLOW / 3|5
small,605,1210,OPEN_AT_FIRST_SURVIVOR / D24 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,24,0,0,0,0,0,12,0.2924906563159401,false,false,false,RESCUED,5|5 / D24 / P29_LOW / TAIL_WEAK / KLOW / 3|P;5|3
small,606,1212,OPEN_AT_FIRST_SURVIVOR / D14 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,14,0,0,0,0,0,7,0.17053159823639352,false,false,false,RESCUED,5|P / DOTHER / P29_LOW / TAIL_WEAK / KLOW / 3|3;P|13
small,607,1214,OPEN_AT_FIRST_SURVIVOR / D12 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,12,0,0,0,0,0,6,0.14609473696293515,false,false,false,RESCUED,OPEN_AT_G0 / D0 / P29_LOW / TAIL_WEAK / KLOW / 
small,608,1216,OPEN_AT_FIRST_SURVIVOR / D18 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,18,0,0,0,0,0,9,0.21902957138178805,false,false,false,RESCUED,P|3 / D18 / P29_LOW / TAIL_WEAK / KLOW / 3|P;P|3
small,609,1218,OPEN_AT_FIRST_SURVIVOR / D16 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,16,0,0,0,0,0,8,0.19459316329180132,false,false,false,RESCUED,3|3 / DOTHER / P29_LOW / TAIL_WEAK / KLOW / 5|P;3|3
small,610,1220,OPEN_AT_FIRST_SURVIVOR / D6 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,6,0,0,0,0,0,3,0.07293510542944455,false,false,false,RESCUED,3|13 / D6 / P29_LOW / TAIL_WEAK / KLOW / 3|13
small,611,1222,OPEN_AT_FIRST_SURVIVOR / D24 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,24,0,0,0,0,0,42,1.0205701007737262,false,false,false,RESCUED,13|13 / D24 / P29_LOW / TAIL_WEAK / KLOW / 3|11;P|3
small,612,1224,OPEN_AT_FIRST_SURVIVOR / D10 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,10,0,0,0,0,0,5,0.12143452099974922,false,false,false,RESCUED,13|P / DOTHER / P29_LOW / TAIL_WEAK / KLOW / 13|P;3|3
small,613,1226,OPEN_AT_FIRST_SURVIVOR / D12 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,12,0,0,0,0,0,6,0.1456472996780156,false,false,false,RESCUED,OPEN_AT_G0 / D0 / P29_LOW / TAIL_WEAK / KLOW / 
small,614,1228,OPEN_AT_FIRST_SURVIVOR / D24 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,24,0,0,0,0,0,27,0.6550800812418152,false,false,false,RESCUED,P|3 / D24 / P29_LOW / TAIL_WEAK / KLOW / 3|7;19|3
small,615,1230,OPEN_AT_FIRST_SURVIVOR / D4 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,4,0,0,0,0,0,2,0.04849985986707919,false,false,false,RESCUED,3|3 / DOTHER / P29_LOW / TAIL_WEAK / KLOW / 3|3
small,616,1232,OPEN_AT_FIRST_SURVIVOR / D6 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,6,0,0,0,0,0,3,0.07271299179953895,false,false,false,RESCUED,3|P / D6 / P29_LOW / TAIL_WEAK / KLOW / 3|P
small,617,1234,OPEN_AT_FIRST_SURVIVOR / D18 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,18,0,0,0,0,0,24,0.5814102506532164,false,false,false,RESCUED,OPEN_AT_G0 / D0 / P29_LOW / TAIL_WEAK / KLOW / 
small,618,1236,OPEN_AT_FIRST_SURVIVOR / D2 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,2,0,0,0,0,0,1,0.024213219346791992,false,false,false,RESCUED,OPEN_AT_G0 / DOTHER / P29_LOW / TAIL_WEAK / KLOW / 
small,619,1238,OPEN_AT_FIRST_SURVIVOR / D24 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,24,0,0,0,0,0,12,0.2904124862846982,false,false,false,RESCUED,OPEN_AT_G0 / D0 / P29_LOW / TAIL_WEAK / KLOW / 
small,620,1240,OPEN_AT_FIRST_SURVIVOR / D12 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,12,0,0,0,0,0,21,0.5079667010007987,false,false,false,RESCUED,P|3 / D12 / P29_LOW / TAIL_WEAK / KLOW / 3|7;P|3
small,621,1242,OPEN_AT_FIRST_SURVIVOR / D10 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,10,0,0,0,0,0,20,0.4835353846066077,false,false,false,RESCUED,3|3 / DOTHER / P29_LOW / TAIL_WEAK / KLOW / 5|7;3|3
small,622,1244,OPEN_AT_FIRST_SURVIVOR / D18 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,18,0,0,0,0,0,9,0.21748208874309594,false,false,false,RESCUED,3|7 / D18 / P29_LOW / TAIL_WEAK / KLOW / P|3;3|17
small,623,1246,OPEN_AT_FIRST_SURVIVOR / D18 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,18,0,0,0,0,0,24,0.5796626951613079,false,false,false,RESCUED,7|7 / D18 / P29_LOW / TAIL_WEAK / KLOW / 3|P;P|3
small,624,1248,OPEN_AT_FIRST_SURVIVOR / D14 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,14,0,0,0,0,0,7,0.16898403500733047,false,false,false,RESCUED,7|5 / DOTHER / P29_LOW / TAIL_WEAK / KLOW / 3|3;P|17
small,625,1250,OPEN_AT_FIRST_SURVIVOR / D12 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,12,0,0,0,0,0,6,0.14477141283907394,false,false,false,RESCUED,5|5 / D12 / P29_LOW / TAIL_WEAK / KLOW / 7|3;3|17
small,626,1252,OPEN_AT_FIRST_SURVIVOR / D24 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,24,0,0,0,0,0,27,0.6511479115191957,false,false,false,RESCUED,5|3 / D24 / P29_LOW / TAIL_WEAK / KLOW / 3|11;P|3
small,627,1254,OPEN_AT_FIRST_SURVIVOR / D28 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,28,0,0,0,0,0,14,0.33746492981262405,false,false,false,RESCUED,3|3 / DOTHER / P29_LOW / TAIL_WEAK / KLOW / P|7;3|3
small,628,1256,OPEN_AT_FIRST_SURVIVOR / D0 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,0,0,0,0,0,0,15,0.3613907141842468,false,false,false,RESCUED,3|17 / D0 / P29_LOW / TAIL_WEAK / KLOW / P|3;3|P
small,629,1258,OPEN_AT_FIRST_SURVIVOR / D24 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,24,0,0,0,0,0,12,0.28896982211364386,false,false,false,RESCUED,17|17 / D24 / P29_LOW / TAIL_WEAK / KLOW / 3|7;P|3
small,630,1260,OPEN_AT_FIRST_SURVIVOR / D22 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,22,0,0,0,0,0,11,0.2647584546675345,false,false,false,RESCUED,17|P / DOTHER / P29_LOW / TAIL_WEAK / KLOW / 7|7;3|3
small,631,1262,OPEN_AT_FIRST_SURVIVOR / D24 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,24,0,0,0,0,0,12,0.28868531895753696,false,false,false,RESCUED,OPEN_AT_G0 / D0 / P29_LOW / TAIL_WEAK / KLOW / 
small,632,1264,OPEN_AT_FIRST_SURVIVOR / D0 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,0,0,0,0,0,0,15,0.3606794529920379,false,false,false,RESCUED,P|3 / D0 / P29_LOW / TAIL_WEAK / KLOW / 3|P;P|3
small,633,1266,OPEN_AT_FIRST_SURVIVOR / D28 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,28,0,0,0,0,0,14,0.3364691564388754,false,false,false,RESCUED,3|3 / DOTHER / P29_LOW / TAIL_WEAK / KLOW / 7|P;3|3
small,634,1268,OPEN_AT_FIRST_SURVIVOR / D24 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,24,0,0,0,0,0,27,0.6485873236778269,false,false,false,RESCUED,3|5 / D24 / P29_LOW / TAIL_WEAK / KLOW / 13|3;3|P
small,635,1270,OPEN_AT_FIRST_SURVIVOR / D6 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,6,0,0,0,0,0,18,0.432180385596419,false,false,false,RESCUED,5|5 / D6 / P29_LOW / TAIL_WEAK / KLOW / 3|11;P|3
small,636,1272,OPEN_AT_FIRST_SURVIVOR / D10 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,10,0,0,0,0,0,5,0.11999158573265317,false,false,false,RESCUED,5|7 / DOTHER / P29_LOW / TAIL_WEAK / KLOW / 5|7;3|3
small,637,1274,OPEN_AT_FIRST_SURVIVOR / D12 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,12,0,0,0,0,0,6,0.14391983877365414,false,false,false,RESCUED,7|7 / D12 / P29_LOW / TAIL_WEAK / KLOW / 5|3;3|P
small,638,1276,OPEN_AT_FIRST_SURVIVOR / D12 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,12,0,0,0,0,0,21,0.5034747745257433,false,false,false,RESCUED,7|3 / D12 / P29_LOW / TAIL_WEAK / KLOW / 3|5;P|3
small,639,1278,OPEN_AT_FIRST_SURVIVOR / D16 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,16,0,0,0,0,0,8,0.19170692354845645,false,false,false,RESCUED,3|3 / DOTHER / P29_LOW / TAIL_WEAK / KLOW / 5|P;3|3
small,640,1280,OPEN_AT_FIRST_SURVIVOR / D12 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,12,0,0,0,0,0,21,0.5029871328706358,false,false,false,RESCUED,3|P / D12 / P29_LOW / TAIL_WEAK / KLOW / 7|3;3|P
small,641,1282,OPEN_AT_FIRST_SURVIVOR / D24 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,24,0,0,0,0,0,42,1.0054882960034779,false,false,false,RESCUED,OPEN_AT_G0 / D0 / P29_LOW / TAIL_WEAK / KLOW / 
small,642,1284,OPEN_AT_FIRST_SURVIVOR / D2 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,2,0,0,0,0,0,1,0.023928653215633564,false,false,false,RESCUED,OPEN_AT_G0 / DOTHER / P29_LOW / TAIL_WEAK / KLOW / 
small,643,1286,P|23 / D0 / P29_LOW / TAIL_WEAK / KLOW,P|23,0,0,1,0,0,0,30,0.717514056118083,false,false,false,RESCUED,OPEN_AT_G0 / D0 / P29_LOW / TAIL_WEAK / KLOW / 
small,644,1288,OPEN_AT_FIRST_SURVIVOR / D6 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,6,0,0,0,0,0,3,0.07171693015843797,false,false,false,RESCUED,P|3 / D6 / P29_LOW / TAIL_WEAK / KLOW / P|3
small,645,1290,OPEN_AT_FIRST_SURVIVOR / D4 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,4,0,0,0,0,0,2,0.047788355320347885,false,false,false,RESCUED,3|3 / DOTHER / P29_LOW / TAIL_WEAK / KLOW / 3|3
small,646,1292,OPEN_AT_FIRST_SURVIVOR / D0 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,0,0,0,0,0,0,15,0.35824106886736967,false,false,false,RESCUED,3|P / D0 / P29_LOW / TAIL_WEAK / KLOW / 5|3;3|P
small,647,1294,OPEN_AT_FIRST_SURVIVOR / D12 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,12,0,0,0,0,0,6,0.14322794446875683,false,false,false,RESCUED,OPEN_AT_G0 / D0 / P29_LOW / TAIL_WEAK / KLOW / 
small,648,1296,OPEN_AT_FIRST_SURVIVOR / D10 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,10,0,0,0,0,0,5,0.11929968010329627,false,false,false,RESCUED,P|11 / DOTHER / P29_LOW / TAIL_WEAK / KLOW / P|11;3|3
small,649,1298,P|23 / D24 / P29_LOW / TAIL_WEAK / KLOW,P|23,24,0,1,0,0,0,42,1.0016400933932523,false,false,false,RESCUED,11|11 / D24 / P29_LOW / TAIL_WEAK / KLOW / 13|3;3|13
small,650,1300,OPEN_AT_FIRST_SURVIVOR / D6 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,6,0,0,0,0,0,3,0.07151171062045189,false,false,false,RESCUED,11|3 / D6 / P29_LOW / TAIL_WEAK / KLOW / 11|3
small,651,1302,OPEN_AT_FIRST_SURVIVOR / D16 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,16,0,0,0,0,0,8,0.19060740468532866,false,false,false,RESCUED,3|3 / DOTHER / P29_LOW / TAIL_WEAK / KLOW / P|5;3|3
small,652,1304,OPEN_AT_FIRST_SURVIVOR / D18 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,18,0,0,0,0,0,9,0.21433175721467887,false,false,false,RESCUED,3|P / D18 / P29_LOW / TAIL_WEAK / KLOW / P|3;3|P
small,653,1306,OPEN_AT_FIRST_SURVIVOR / D12 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,12,0,0,0,0,0,6,0.1428202745419931,false,false,false,RESCUED,OPEN_AT_G0 / D0 / P29_LOW / TAIL_WEAK / KLOW / 
small,654,1308,OPEN_AT_FIRST_SURVIVOR / D14 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,14,0,0,0,0,0,7,0.16654500581543794,false,false,false,RESCUED,P|5 / DOTHER / P29_LOW / TAIL_WEAK / KLOW / 3|3;11|P
small,655,1310,P|23 / D12 / P29_LOW / TAIL_WEAK / KLOW,P|23,12,0,1,0,0,0,36,0.8561136019185128,false,false,false,RESCUED,5|5 / D12 / P29_LOW / TAIL_WEAK / KLOW / 7|3;3|13
small,656,1312,OPEN_AT_FIRST_SURVIVOR / D6 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,6,0,0,0,0,0,3,0.07130924427094358,false,false,false,RESCUED,5|3 / D6 / P29_LOW / TAIL_WEAK / KLOW / 5|3
small,657,1314,OPEN_AT_FIRST_SURVIVOR / D8 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,8,0,0,0,0,0,4,0.09503435081348599,false,false,false,RESCUED,3|3 / DOTHER / P29_LOW / TAIL_WEAK / KLOW / 3|3;5|P
small,658,1316,OPEN_AT_FIRST_SURVIVOR / D0 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,0,0,0,0,0,0,15,0.3562117819604376,false,false,false,RESCUED,3|P / D0 / P29_LOW / TAIL_WEAK / KLOW / P|3;3|11
small,659,1318,OPEN_AT_FIRST_SURVIVOR / D6 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,6,0,0,0,0,0,18,0.42725414299857833,false,false,false,RESCUED,OPEN_AT_G0 / D0 / P29_LOW / TAIL_WEAK / KLOW / 
small,660,1320,OPEN_AT_FIRST_SURVIVOR / D2 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,2,0,0,0,0,0,1,0.02372525505029977,false,false,false,RESCUED,OPEN_AT_G0 / DOTHER / P29_LOW / TAIL_WEAK / KLOW / 
small,661,1322,OPEN_AT_FIRST_SURVIVOR / D0 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,0,0,0,0,0,0,30,0.7114258006476835,false,false,false,RESCUED,OPEN_AT_G0 / D0 / P29_LOW / TAIL_WEAK / KLOW / 
small,662,1324,OPEN_AT_FIRST_SURVIVOR / D0 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,0,0,0,0,0,0,15,0.35554734147739564,false,false,false,RESCUED,P|3 / D0 / P29_LOW / TAIL_WEAK / KLOW / 3|P;11|3
small,663,1326,P|23 / D20 / P29_LOW / TAIL_WEAK / KLOW,P|23,20,0,1,0,0,0,10,0.23692143188433418,false,false,false,RESCUED,3|3 / DOTHER / P29_LOW / TAIL_WEAK / KLOW / 3|3;5|11
small,664,1328,P|23 / D0 / P29_LOW / TAIL_WEAK / KLOW,P|23,0,0,1,0,0,0,45,1.0656519539697478,false,false,false,RESCUED,3|5 / D0 / P29_LOW / TAIL_WEAK / KLOW / 7|3;3|7
small,665,1330,OPEN_AT_FIRST_SURVIVOR / D24 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,24,0,0,0,0,0,12,0.28404228047500785,false,false,false,RESCUED,5|5 / D24 / P29_LOW / TAIL_WEAK / KLOW / 3|P;5|3
small,666,1332,OPEN_AT_FIRST_SURVIVOR / D14 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,14,0,0,0,0,0,7,0.165614747326684,false,false,false,RESCUED,5|23 / DOTHER / P29_LOW / TAIL_WEAK / KLOW / 3|3;P|11
small,667,1334,OPEN_AT_FIRST_SURVIVOR / D12 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,12,0,0,0,0,0,6,0.14188999906549155,false,false,false,RESCUED,23|23 / D12 / P29_LOW / TAIL_WEAK / KLOW / 5|3;3|11
small,668,1336,OPEN_AT_FIRST_SURVIVOR / D18 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,18,0,0,0,0,0,9,0.21273696565107428,false,false,false,RESCUED,23|3 / D18 / P29_LOW / TAIL_WEAK / KLOW / 3|P;P|3
small,669,1338,OPEN_AT_FIRST_SURVIVOR / D16 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,16,0,0,0,0,0,8,0.18901257503505156,false,false,false,RESCUED,3|3 / DOTHER / P29_LOW / TAIL_WEAK / KLOW / 5|P;3|3
small,670,1340,23|P / D18 / P29_LOW / TAIL_WEAK / KLOW,23|P,18,0,1,0,0,0,39,0.9210133468710422,false,false,false,RESCUED,3|11 / D18 / P29_LOW / TAIL_WEAK / KLOW / 5|3;3|7
small,671,1342,OPEN_AT_FIRST_SURVIVOR / D24 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,24,0,0,0,0,0,12,0.28325886515493554,false,false,false,RESCUED,11|11 / D24 / P29_LOW / TAIL_WEAK / KLOW / 3|7;P|3
small,672,1344,23|P / D22 / P29_LOW / TAIL_WEAK / KLOW,23|P,22,0,1,0,0,0,11,0.25953518306457457,false,false,false,RESCUED,11|P / DOTHER / P29_LOW / TAIL_WEAK / KLOW / 5|7;3|3
small,673,1346,P|19 / D18 / P29_LOW / TAIL_WEAK / KLOW,P|19,18,0,1,0,0,0,54,1.273499988496429,false,false,false,RESCUED,OPEN_AT_G0 / D0 / P29_LOW / TAIL_WEAK / KLOW / 
